text,timestamp,likes,sentiment,Unnamed: 4
"baliktad tayo. reverse ako. dati si leni ang gusto ko 2016. ayaw na ayaw ko si bbm. kase ayaw na ayaw ko rin ang mga marcos. kaso ngayon, anyone but leni na ako. mas ayaw ko na si leni kesa kay bbm. anyway, i respect your choice. hope you respect mine. we all have our reasons.",2022-05-07 23:41:30,0,positive,
tangina talaga ng tito q na bbm pati yung 9yrs old na pinsan ko inaasar ng leni lugaw lampa just bc he is favor of madam. its so funny to me na mas may utak pa yung bata compared sa kaniya na mag kkwarenta na palamunin pa rin.,2022-05-07 23:41:25,0,negative,
"good morning sa grab driver kong nasakyan na nagsabing, ""leni tayo, ma'am! leni lang tayo!"" pagkakita niya ng tarp sa gate namin 😭",2022-05-07 23:41:17,7,neutral,
the only difference is that duterte was not a target of massive disinformation. it could be that people are searching for leni's edited and misleading videos. but i hope i am wrong.,2022-05-07 23:41:12,177,negative,
"sa appointed officials na responsible for tomorrow's big event are under duterte and some are even related to marcos. i do not trust that prrd is really gonna ensure a clean and fair election. i never trusted his words, he is always lying. i just hope this time, it is for real.",2022-05-07 23:41:08,1,neutral,
"meron akong kaunting pagkabahala sa kung anong pwede mangyari bukas. comelec is failing to gain my trust this time. imagine, mga sasakyan na gamit nila to deliver materials for the election tomorrow ay may mga tarp ng uniteam. nakakabahala. dagdag mo pa na most pilipinasispink",2022-05-07 23:41:07,1,neutral,
ahh hoping for leni to win huhu,2022-05-07 23:40:59,0,positive,
"relax, when leni wins, please hug your friends again. let them realize you made the best choice for them and the country.",2022-05-07 23:40:56,0,positive,
"my dad is so cute, he is super excited for leni's victory party and he asked me to take a leave in advance so we can go together please philippines, be wise.",2022-05-07 23:40:41,12,positive,
ano daw? kunumpara pa si leni kay zelensky patawa talaga kayong pinklawan 😂😂,2022-05-07 23:40:35,0,negative,
"happy mother's day to all single moms out there like mama, vp leni at sen risa! salute to all of you!",2022-05-07 23:40:23,5,positive,
"tulad nyo, naniwala kame sa lenikiko tandem dahil mahal namin ang pilipinas. we need to reclaim our country. we need a leader we can truly trust. i am proud na kahit simpleng mamamayan ako naging parte ako nito. at patuloy na susuporta hanggang matapos nila ang 6 years.",2022-05-07 23:40:16,88,positive,
"para sa minimithing kaayusan sa pamahalaan at mapayapang kinabukasan, lenikiko na ho tayo sa araw ng bukas!",2022-05-07 23:40:06,0,neutral ,
not me crying this early in the morning after seeing a highlights of vp leni's campaign. 😭😭,2022-05-07 23:40:04,3,neutral,
"yung mga nasa mda ng lenikiko kagahapon, mostly nakaopen twitter nila😂. pansin ko lang.",2022-05-07 23:39:55,0,neutral,
"para sa bayan, madam leni and sir kiko sa inyo ang tiwala namin ipana7ona10parasalahat",2022-05-07 23:39:41,1,positive,
"good morning what's your official count po for the bbm, leni and isko rallies po?",2022-05-07 23:39:37,0,neutral,
"according sa ate kong solid dutertard at lbm supporter, galit sila kay leni kasi tuta ng puti, mas okay daw tuta ng china at least asian sa dami ng asian countries, china pa tlga ewan ko ba galit sa cppnpa pero model country nila chinese communist party?! nasaan ang utak??",2022-05-07 23:39:31,0,negative ,
was busy sa shift kanina but omg grabee after watching clips series of videos in lenikiko meetingdeavance! wow! lord sana mananalo sila sa monday ang tropang pink.,2022-05-07 23:39:27,4,positive ,
"kung kaya ng babae, bakit hndi si leni ang uupo sa upuan ng malacañang? slay madam!!",2022-05-07 23:39:25,0,positive ,
"isang magandang balita. yung kapitbahay kong solid 88m, sabi, ""tinanggap ko yung 500 mula dun sa kandidato, pero syempre babaeng gov ang iboboto ko, pati si leni"" yung pagseshare ko sa fb, it works. lenikiko2022 letlenilead kikoisourvp",2022-05-07 23:39:22,0,positive ,
"after all the hatred, bullying, and mockery of leni's kakampwets, the despair of knowing that bbm will be the next president is slowly killing them.",2022-05-07 23:39:08,2,neutral ,
thank you anne curtis for showing your full suport for vp leni amp sen kiko meeting de avance. Gobyernong tapat angat buhay Lahat. Ipanalona10to🙏🌸♥️🇵🇭,2022-05-07 23:38:57,1,positive,
"kayo po ang nakapunta sa bawat rally, kayo ang nakarinig ng bawat pangako, plataporma, project, sana po kayo mismo ang nakumbinsi na tunay ang inooffer na serbisyo ng lenikiko tandem, di n'yo man pwedeng ipahayag publicly sana ay ibonoto n'yo po sila makatiispink",2022-05-07 23:38:54,4,neutral ,
take care vote leni i sure to confirmed cheater that toxic people supporter. i sure this survey is fake 58 for marcos jr the real survey is leni robredo the counted ofw is kakampink is now join around the world. letlenikikolead2022,2022-05-07 23:38:53,0,negative ,
leni abogado. ekonomista. public servant manok mo walang itlog. marcosduwag marcossinungaling marcosmagnanakaw,2022-05-07 23:38:50,0,negative ,
"babati kayo ng happy mothers day. tapos makalait kayo kay maam leni na isang mabuting ina, wagas. tang ina niyo. mahulugan sana kayo ng niyog. eneweys, happy mudrakels dei",2022-05-07 23:38:47,0,positive,
so isang oras lng tulog ko kaka isip ano mangyayari sa lunes. pero hindi ako nawawalan ng pagasa lenikiko mananalo oo ako na nag dedesisyon hahaha,2022-05-07 23:38:41,0,neutral,
ill go home with leni as president,2022-05-07 23:38:32,7,positive,
pag gising na pag gising ko inisip ko agad pano ako makakapunta sa lenikiko victory party,2022-05-07 23:38:17,0,positive,
"hahahhaa yung tita kong ni hindi ata nagbukas ng libro, chiismis lng ang reference sinisiraan ni leni sa mga magulang ko, tong mga to naman paniwalang paniwala",2022-05-07 23:38:11,1,negative ,
"threatened kaayo kay vp leni, diba 24 lang man mi??",2022-05-07 23:38:07,0,negative ,
"kahit news ng mainstream media, nanunuod ako. same effect e. siguro pag nagbago style niya na pa epal, pa photo ops at di mapanira sa iba, baka magustuhan ko pa ulit siya. nung 2016 siya rin ang bet ko.",2022-05-07 23:38:01,0,neutral ,
mga pauwi pa lang for leni,2022-05-07 23:37:26,1,neutral ,
antagal kong naging undecided hanggang naging si ping lacson ang napili kong iboto para presidente hanggang naging undecided uli pero ngayon alam kona kay leni ang boto ko sa may 9,2022-05-07 23:37:24,8,neutral ,
"happy mother's day po sa lahat except sa mga nanay na nagsasabing ""walang chance manalo si leni kasi babae lang sya""",2022-05-07 23:37:11,0,neutral ,
mga walang tulog for leni kiko,2022-05-07 23:37:09,0,neutral ,
s inyo na lng ang leni ninyo,2022-05-07 23:37:04,0,negative ,
"my lolo switching from bbm to leni, then to bbm, then to pacquiao at least hindi si marcos jr despite being one of marcos' guards before",2022-05-07 23:36:57,10,neutral ,
liyag para kay leni gt &gt &gt Busina and Walk For LeniKiko &gt &gt &gt Miting de Avance Watch Party 🌷  Pero bangon gihapon kay duty today!!! ✊🏼,2022-05-07 23:36:52,2,positive,
makinig ka sa sinabi ni leni during the interview. anong fake news?,2022-05-07 23:36:50,0,neutral ,
sure po bang hindi namimigay si leni ?,2022-05-07 23:36:44,0,neutral ,
"happy mother's day mama leni.wala man po ako sa makati,pero yong puso ko andun para makiisa sa laban natin.grabe po yong pagmamahal at malasakit nyo sa ating bayan.mahal po namin kayo.laban nyo po ay laban ng bawat pilipino.ipapanalo po natin ito.",2022-05-07 23:36:44,0,positive,
leni from the start was the one saying negative things in her campaign shes fake,2022-05-07 23:36:30,0,negative ,
mananalo si leni at kiko. makakapagpahinga tayo.,2022-05-07 23:36:24,4,positive,
he is a god boy,2022-05-07 23:36:22,1,neutral ,
bat po may kasamang aso si vp leni,2022-05-07 23:36:18,2,neutral ,
"tinanong ako, nakatanggap daw ba ko ng 1k sa pagattend sa mda? sabi raw ng katrabaho nya, may natatanggap daw mga umaattend ng rallies ni leni. kung kailangan nyo pa ng proof, ito na po ako oh, hindi kami bayad, tumindig kaming lahat para sa kinabukasan natin, para sa bayan",2022-05-07 23:36:13,1,neutral ,
"4 x 40 1600, isla ng pinas 1700..ako kc..tanga kc c leni!",2022-05-07 23:36:01,0,negative ,
"nasunog ang battery pack? mabuti at narecover pa. napagod na rin siguro sa kakaikot sa ayala. anyway, nakapag served na mabuti ang drone para maipakita sa mga pinoy kung gaano kamassive ang mga event ni vp leni.",2022-05-07 23:35:47,14,positive ,
please pray that kiko pangilinan will win as our next vice president of the philippines and leni robredo will win as our next president of the philippines in jesus name!,2022-05-07 23:35:42,0,positive,
"i am proud to say that i am 1 of those 750,00 people in leni's meeting de avance",2022-05-07 23:35:41,1,positive,
"salamat po kay gab, simula umpisa hanggang huli nandyan sya to initiate the energy of the crowd at hanggang ngaun, nalss pa dn ako sa lenikiko chant alam ko po sobrang proud kayo sa kanya at tlgang masaya mother's day mo ngaun greet na din po kita, happy mother's day!",2022-05-07 23:35:41,3,positive,
manifesting leni sunbaenim 2nd win tomorrow,2022-05-07 23:35:28,1,positive ,
"day89 prayer for the philippine elections 2022 lord, please let the good amp qualified people win the presidential amp vice presidential seats. let madam leni robredo amp sir kiko pangilinan win thru the intercession of our virgin mary. claiming it in jesus name, amen.",2022-05-07 23:35:13,2,positive ,
matatapos na campaign ni leni grabe mamimiss ko tong era na to letlenilead letlenikikolead2022 halalan2022,2022-05-07 23:34:35,5,positive,
"trust sharlene's choice, pero i am not choosing leni bcoz of shar i am choosing her bcoz she is less evil than the other candidate, if i am wrong d ko sya itolerate. i'll stand up for my nation not for the sake of the president. so vp leni, do not break our trust.",2022-05-07 23:34:34,0,neutral ,
"there is nothing wrong if you have a preferred candidate. that is your right. marami akong friends who are voting for leni, but i see them posting na hindi katulad ng sayo. why post like that when you can just focus on why you are voting for vp leni? pwede namang ganun db?",2022-05-07 23:34:25,0,negative ,
"salamat vp leni sa pagbibigay ng dahilan kung bakit kami lumaban, lumalaban at patuloy na lalaban! ps hindi ko akalain na magsusuot ako ng ganito kadaming pink sa edad kong ito",2022-05-07 23:34:04,0,positive,
😂😂 wag tau naglokohan kitang kita alam mo yan halos wala pa 18 year old ang suporters ni nanay leni nyo ang bibig ginagamit sa mabuti nde sa puro toxic,2022-05-07 23:34:02,0,negative ,
sino ba kasing sinungaling yung nagsabing wala siyang planong tumakbo sa pagkapangulo? kasi ang daming galit sa sinungaling.,2022-05-07 23:33:54,0,negative ,
ang presidente leni robredo bise presidente kiko pangilinan,2022-05-07 23:33:51,0,neutral ,
may 8 na nga pala bawal na mangampanya kaya tinanggal ko na yung lenikiko frame ko hashhsaasashss,2022-05-07 23:33:24,1,neutral ,
why is comelec silent about this?,2022-05-07 23:33:23,0,neutral ,
yes love. slayy!!,2022-05-07 23:33:05,0,positive,
mga mabilis malobat kakaml for leni,2022-05-07 23:32:55,0,neutral ,
"lord, ipanalo nyo na po si vp leni para sa amin",2022-05-07 23:32:29,0,positive ,
mga magdarasal para kay leni,2022-05-07 23:32:26,0,positive ,
solid ng crowd kagabi sa miting de avance ni leni at kiko.,2022-05-07 23:32:11,0,positive,
ready na ba ang manga hackers ni leni? malaki kita niyo ano?,2022-05-07 23:32:10,0,negative ,
yung ibang leni lumipat kay bbm dahil dun sa ginawa nilang kabastusan sa harap pa ng kapilya,2022-05-07 23:31:58,1,negative ,
"again, i respect each and everyone of themyou. pero yung mga tumatawa ng walang lang about sa plataporma ni lenikiko, mga may imaginary haters, pangungutya ang ginagawa sa lenikiko matic unfriend, mga baluktot sumagot kasi walang wala na sila. matic unfriend hehe",2022-05-07 23:31:45,6,negative ,
"thank you sa lahat ng tumindig. now i know na may pag asa pa ang mga pilipino. kung sakaling hindi manalo si leni, kiko, at ang tropa, sigurado ako na sa susunod, mas marami pa ang titindig. filipinos are still worth fighting for pilipinasispink lenikiko2022",2022-05-07 23:31:34,0,positive,
dumb reasons why they will not vote for leni,2022-05-07 23:31:27,0,negative ,
"context of household the atmosphere ka really getting intense. it doesnt help na sa bawat galaw mo ngayon, may mga patutsada sila kay leni. went home tired around 1 am and the first thing i did is to delete my photos from last nights mda they know about the hidden feature",2022-05-07 23:31:15,1,negative ,
"congrats ms. ina, salamat naman, matatapos na yang uniteam! masusugpo isaisa ang kasamaan. mananalo si vp leni. kapamilyaforever",2022-05-07 23:31:01,3,positive,
"hope this sends a message to the marcos campaign that no one needs to cheat for a leni and kiko win, and to pulse asia that theyre out of touch",2022-05-07 23:30:48,1,neutral ,
"sana sa susunod na pagbalik ko sa makati as a professional, sina leni at kiko na ang namamahala ng bansa 😭",2022-05-07 23:30:44,14,neutral ,
"someone asked me who i am voting for and when i told her leni robredo, she literally said ""giatay man diay ka war freak"" ate gurl what?? hahahahaha",2022-05-07 23:30:41,8,neutral ,
grabihas miting de avance ni leni oy. mura mag asap natin to,2022-05-07 23:30:34,2,neutral ,
on a side note i hope leni fucking win kesa don sa isa pls lang 😭😭,2022-05-07 23:30:33,0,positive ,
"gosh ate dick hahaha same nanood din ako tapos handsign ko ""l"" heheh tas sabay sabi ""sa gobyernong tapat angat buhay lahat"". skl.",2022-05-07 23:30:28,2,neutral ,
sa pagsuporta namin sa inyung mama leni. ayeeii magnanakaw ng puso c bbm,2022-05-07 23:30:06,0,neutral ,
the only leni in the family of bbm,2022-05-07 23:29:48,0,neutral ,
"tama na nga hashtag kakampink or leni pls, even hashtag bbm. kakapoy sa mata kada open mo social media muna ya makita mo. justsaying hatersgonnahate",2022-05-07 23:29:15,0,negative ,
"really? or it is the other way around. kasi alam mo, natural lang na di mangaway si jr. paano na lang ang image nya kunyare. yun na lang ""alas"" nya, madudungisan pa. remember, hindi paninira ang pagsasabi ng totoo.",2022-05-07 23:29:03,2,negative ,
please let leni lead. huhu happymothersday2022,2022-05-07 23:28:52,0,positive,
uuwing malat at masakit ulo for leni,2022-05-07 23:28:40,0,positive,
"walang proj si shar sa abs, she is supporting leni for good governance hindi dahil sa station. sadly, yes we have different opinion but choosing a president is not only based in opinion. pumili kayo ng tama, try to consider the other side. nakinig ako sa side ni bbym but di talaga",2022-05-07 23:28:15,0,positive,
"si leni nga pinaglalaban ko, ikaw pa kaya",2022-05-07 23:28:08,0,positive,
