text,timestamp,like_count,sentiment,vaderSentiment,naiveBayesSentiment,svmSentiment,logisticRegressionSentiment
"kudos to you sir very smart and brilliant, deserve nmo mahimong president . sandro beke nemen",2021-12-07 00:00:00,,,positive,pos,neut,neut
congratulations po my president you are the best and you are star of the night.,2021-12-07 00:00:00,,,positive,pos,neut,neut
so proud of you bbm.god bless po sir,2021-12-07 00:00:00,,,positive,pos,pos,pos
you nailed it!! kudos to everyone also behind the amazing event.,2021-12-07 00:00:00,,,positive,pos,neut,neut
"congratulations sir, great job",2021-12-07 00:00:00,,,positive,pos,neut,neut
god job bbm. we are so proud of you.. mayda na nagdaug.. ada ha imo tak usa na botos bbm marcos loyalist forever thank you marcos family for loving the filipino people mula noon hanggang ngayon god bless you and for the whole unity team proudtobewarayw aray,2021-12-07 00:00:00,,,positive,pos,pos,pos
oh i missed ! we pray for your success protection from god !,2021-12-07 00:00:00,,,positive,neut,neut,neut
dadicilef nonaray https m.facebook.com story.php?story_ fbid5388775761 151929id100 0586765074,2021-12-07 00:00:00,,,neutral,neut,neut,neut
"congratulations , sir bbm! we're so proud of you!",2021-12-07 00:00:00,,,positive,neut,pos,neut
"congratulations sir..prepare the way for the philippines to be great again,",2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations to our future president father like son gyud diay naka proud god bless bbm and the whole marcos family's and relatives 2022 ident,2021-12-07 00:00:00,,,positive,pos,pos,pos
"great job mr. president bongbong marcos i was so impressed to see classy men did, who showed visions, ideas etc. and that is how the debate should be .. kudos to everyone and to prof. carlos so passionate. so proud to be filipino to see something like this.. so proud of you sir.",2021-12-07 00:00:00,,,positive,pos,pos,neut
your our next president ..ready to any questions being asked..congratu lations ..god always guide snd bless us ..!!,2021-12-07 00:00:00,,,positive,pos,pos,neut
congratulations idol.. stay safe po and god bless,2021-12-07 00:00:00,,,positive,pos,pos,pos
congratulations sir..our future president bbm..may almighty god protect you always..god bless you,2021-12-07 00:00:00,,,positive,neut,pos,neut
salute and god bless poh,2021-12-07 00:00:00,,,positive,pos,pos,pos
congrats sir bbm..,2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations poh our next president bbm stay safe poh and stay healthy poh god bless poh,2021-12-07 00:00:00,,,positive,pos,pos,pos
"pres bbm, please consider prof. carlos in your administration. shes really really good par excellence!",2021-12-07 00:00:00,,,positive,neut,neut,neut
nanuod po sa live sir..you had the most excellent answer among them..umay kamet dtoy flora apayo ah sir,2021-12-07 00:00:00,,,positive,pos,neut,neut
congratulations you did great future president god bless,2021-12-07 00:00:00,,,positive,pos,pos,pos
the most qualified and brilliant to be the next president. we proud of you.. always stay safe,2021-12-07 00:00:00,,,positive,pos,pos,pos
bench catriz indeed the one and only,2021-12-07 00:00:00,,,neutral,pos,pos,neut
"congratulations incoming president 2022 we are proud of you, we love you",2021-12-07 00:00:00,,,positive,pos,pos,pos
"i salute you our future. pres.bbm,we are proud of you because you have brilliant mind,since the first debate to the last i watch it and i am so proud of you mostly all the question of prof.carlos,we love you ,",2021-12-07 00:00:00,,,positive,pos,pos,pos
congratulations pres bbm! you did great,2021-12-07 00:00:00,,,positive,neut,neut,neut
"kalian congratulations last night, you performed so amazingly, i could not wait for your leadership..yo u nailed it",2021-12-07 00:00:00,,,positive,pos,pos,neut
yes we love god bless.,2021-12-07 00:00:00,,,positive,pos,pos,pos
congrats sir..we're so proud of you!,2021-12-07 00:00:00,,,positive,pos,pos,neut
we are so proud of you!we will support you all the way!our soon president of the philippines bbmgod bless!!,2021-12-07 00:00:00,,,positive,pos,pos,pos
im so proud of you sir . brilliant answer .you deserve to be our next president 2022 congratulations !!,2021-12-07 00:00:00,,,positive,pos,pos,pos
congrats bbm i am proud of you you deserve it next president good luck and godbless,2021-12-07 00:00:00,,,positive,pos,pos,pos
"rhelee valdez ventura bobong marcos , pa feeling special.. sa bagay mayaman ehh at feeling maangat sa iba.. aroganti ang bugokk.. kala nya talaga ang lakas na niya.. kapal ng mukha na isipin mananalo na siya na hindi nya pag tatrabahoan ang panalo.. sa bagay , sanay hindi mag trabaho kasi mayaman ang pamilya sa pangungurakot noon. yan bah gusto nyung tao? palamunin ,batogan ,at tamad?",2021-12-07 00:00:00,,,positive,neg,neut,neut
jezz aquino aquino bugok..hintutur o m nkaturo sa u..super inggit mo sa katawan..basta kami bbm solid..sige nga patunayan m sinasabi mo.panay ang husga m..talagang special siya kaya inggit ka ano..ikaw ang batugan palamunin at tamad..,2021-12-07 00:00:00,,,positive,neut,neut,neut
jezz aquino saka kana mag comment pag hindi kana nagwowork sa edi sa puso mo,2021-12-07 00:00:00,,,neutral,neg,neut,neut
my president bbm showed us all how capable of him to lead our country for the better.. proud supporter here..,2021-12-07 00:00:00,,,positive,pos,pos,pos
god bless bbm,2021-12-07 00:00:00,,,positive,neut,pos,neut
nagwatch ako hanggan huli bbm sobrang galing nyo habang nagsasalita kayo napapahanga nyo po ako!! ito yung debates na walang siraan ng kapwa. sana kung kayo man po ang manalo na bilang presidente po namin sana kunin nyo po yung tatlong kasama nyo sa debate na to dahil mas uunlad po ang pilipinas kung kasama nyo po sila god bless,2021-12-07 00:00:00,,,negative,neg,neut,neut
"jessa rose mortel yong dalawa ok lang, ernesto ernieabella,n orberto gonzales. itong si leody de gusman huwag dahil pasaway,namimir sonal .",2021-12-07 00:00:00,,,positive,neut,neut,neut
yeess we are proud of you the next president bbm we love you so much and god bless po keep safe always,2021-12-07 00:00:00,,,positive,pos,pos,pos
sana manalo ka bbm solid suporter good lock god bless you i will pray for you,2021-12-07 00:00:00,,,positive,pos,pos,pos
congratulations sir,2021-12-07 00:00:00,,,positive,neut,neut,neut
wat a brilliant mind my become pres bbmcongratulations sir praying for u stay safe uniteam,2021-12-07 00:00:00,,,positive,pos,neut,neut
congratulation! to our future president bbm were proud of you..,2021-12-07 00:00:00,,,positive,neut,pos,neut
thank you smni.the best debate.the panelists did their assignment so well.atty. karin makes the show shine out manage the tension so light.,2021-12-07 00:00:00,,,positive,pos,neut,neut
"cheenee r. roazul tama,let's help each other na din kase di pwedeng i asa natin lahat sa gobyerno . btw ma'am may bf ka na po? for educational purposes lang po yang question ko",2021-12-07 00:00:00,,,negative,neg,neut,neut
you deserve to be our next future president.congr atulations! good luck and god bless!,2021-12-07 00:00:00,,,positive,pos,pos,pos
"mercedes claro bastian bobong marcos , pa feeling special.. sa bagay mayaman ehh at feeling maangat sa iba.. aroganti ang bugokk.. kala nya talaga ang lakas na niya.. kapal ng mukha na isipin mananalo na siya na hindi nya pag tatrabahoan ang panalo.. sa bagay , sanay hindi mag trabaho kasi mayaman ang pamilya sa pangungurakot noon. yan bah gusto nyung tao? palamunin ,batogan ,at tamad?",2021-12-07 00:00:00,,,positive,neg,neut,neut
inom ka muna baka atakihin ka nyan di ka pa makaboto,2021-12-07 00:00:00,,,neutral,neut,neut,neut
god bless you sir apo manong bongbong marcos d nation builder philippines wil be great again,2021-12-07 00:00:00,,,positive,pos,pos,neut
you are the man god bless ..,2021-12-07 00:00:00,,,positive,pos,pos,pos
"proud of you bbm, you're very smart and brilliant,, you have a good plan to the people😍",2021-12-07 00:00:00,,,positive,neut,pos,pos
we are so proud of our next president ingat po kayo palagi god bless bbm sara,2021-12-07 00:00:00,,,positive,pos,pos,pos
"i see trees of green, red roses too i see them bloom for me and you and i think to myself what a wonderful world.",2021-12-07 00:00:00,,,positive,neut,neut,neut
"i have seen the interview, well answered walang personalan. good job bbm.",2021-12-07 00:00:00,,,positive,neut,neut,neut
"god bless you bbm,im so proud of you",2021-12-07 00:00:00,,,positive,pos,pos,pos
congrats to our soon to be president of the philippines! more power and godbless sir!,2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations bbm i am proud of you as always.good job!,2021-12-07 00:00:00,,,positive,pos,pos,pos
"merlie cacananta bobong marcos , pa feeling special.. sa bagay mayaman ehh at feeling maangat sa iba.. aroganti ang bugokk.. kala nya talaga ang lakas na niya.. kapal ng mukha na isipin mananalo na siya na hindi nya pag tatrabahoan ang panalo.. sa bagay , sanay hindi mag trabaho kasi mayaman ang pamilya sa pangungurakot noon. yan bah gusto nyung tao? palamunin ,batogan ,at tamad? ..mga bugok lang na pilipino ang bubuto jan",2021-12-07 00:00:00,,,positive,neg,neut,neut
proud of you bbm your father must be proud of you!! you learned from the best president!! may god bless you and your family,2021-12-07 00:00:00,,,positive,pos,pos,pos
"so proud of you sir , our president god bless bbmsara",2021-12-07 00:00:00,,,positive,pos,pos,pos
"proud of, supporting bbm sara tandem, god bless, mnap",2021-12-07 00:00:00,,,positive,pos,pos,pos
"very nice answer he answered correctly, he will be the one to follow in his father's footsteps, direct answer with confidence bbm is our next president. congrats.",2021-12-07 00:00:00,,,positive,neg,neut,neut
please do not for to prayer the lord god guides you amen.,2021-12-07 00:00:00,,,positive,neut,neut,neut
solid bbm at inday sara i am very proud of you sir bbm god bless,2021-12-07 00:00:00,,,positive,neut,pos,neut
galing mo pops!! proud bbm supporter you nailed it!,2021-12-07 00:00:00,,,positive,neut,neg,neut
job well done my president godbless u always and your family,2021-12-07 00:00:00,,,positive,neut,neut,neut
brilliant man soon our president congratulations,2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations sir..,2021-12-07 00:00:00,,,positive,neut,neut,neut
"im impressed, so proud of you sir.",2021-12-07 00:00:00,,,positive,pos,pos,pos
congratulations ! ilippinesgreata gain,2021-12-07 00:00:00,,,positive,neut,neut,neut
congrats po bbm,2021-12-07 00:00:00,,,negative,neut,neut,neut
it went very well. it went beyond all my expectations.,2021-12-07 00:00:00,,,positive,neut,neut,neut
the best ka bbm,2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations !my friends are asking where you get your nice shirts.,2021-12-07 00:00:00,,,positive,neg,neut,neut
my president in ph engineer supporter from au,2021-12-07 00:00:00,,,positive,neut,neut,neut
you did more than a job well done sir!! congratulations to you and others who attended and to the smni people who pulled off a high standard debate!,2021-12-07 00:00:00,,,positive,neut,neut,neut
congratulations sir,2021-12-07 00:00:00,,,positive,neut,neut,neut
congrats,2021-12-07 00:00:00,,,positive,neut,neut,neut
we proud of you sir.bbm god always guide you all the timealways take care sir. god bless you,2021-12-07 00:00:00,,,positive,pos,pos,pos
god bless sir bbm,2021-12-07 00:00:00,,,positive,neut,pos,neut
god bless you po always bbmsara,2021-12-07 00:00:00,,,positive,pos,pos,neut
gud job president bbm we are so proud of you for being so brave..,2021-12-07 00:00:00,,,positive,neut,pos,neut
congratulations bbm!! you absolutely nailed all the questions thrown to you and you just proved to us that your the best person to be the chief executive of our country. totoong nagmamahal at nagmamalasakit sa kapwa ko pilipino. mabuhay ka sir bbm,2021-12-07 00:00:00,,,positive,neut,neut,neut
proud of you mr. bbm for my pres.,2021-12-07 00:00:00,,,positive,neut,pos,neut
congrats po sir bbm i am so proud o f you po godbless po,2021-12-07 00:00:00,,,negative,pos,neut,neut
congratulations !bbm proud of you!,2021-12-07 00:00:00,,,positive,neut,pos,neut
"we are so proud of you, our president bongbong marcos ! god bless you and the uniteam, god bless our country!",2021-12-07 00:00:00,,,positive,pos,pos,pos
i am so proud of you tay.. you're the best po! keep safe always my president and godbless you.. love lots po!,2021-12-07 00:00:00,,,positive,pos,pos,pos
bbm brilliant.salut e to you next pres..god bless and keep safe always. ano nakalagay illegal detention kidnapping,2021-12-07 00:00:00,,,negative,pos,pos,neut
congratulations my next president bbm we are so proud of you!,2021-12-07 00:00:00,,,positive,neut,pos,pos
"congratulations , pops!!",2021-12-07 00:00:00,,,positive,neut,neut,neut
"the bright man love you bbm, god bless!",2021-12-07 00:00:00,,,positive,pos,pos,pos
"god bless the philippines! god bless our brand new set 2022 would be elected nationallocal officials! bbmsara tandem, mabuhay po kayo!",2021-12-07 00:00:00,,,positive,pos,pos,pos
great job bbm ! you rocked the floor last night . youre so witty delivered confidently and eloquently. youre the one our next president 2022.,2021-12-07 00:00:00,,,positive,pos,neut,neut
"lucy catapang this is amazing and i believe you will never want to miss this, last week i saw a post on this page and i commented and i was directed on how to make more with the little i have and today i am testifying the good work of this great platform, do not be left out be part of the unusual benefits that may not come again after this period. https tanko.musah.5891",2021-12-07 00:00:00,,,positive,pos,pos,neut
"lucy catapang bobong marcos , pa feeling special.. sa bagay mayaman ehh at feeling maangat sa iba.. aroganti ang bugokk.. kala nya talaga ang lakas na niya.. kapal ng mukha na isipin mananalo na siya na hindi nya pag tatrabahoan ang panalo.. sa bagay , sanay hindi mag trabaho kasi mayaman ang pamilya sa pangungurakot noon. yan bah gusto nyung tao? palamunin ,batogan ,at tamad? mga bugok at palamunin lang na filipino ang boboto sa basurang na yan",2021-12-07 00:00:00,,,positive,neg,neut,neut
jezz aquino a gentle answer deflects anger but harsh words make temper flare. the tongue of the wise makes knowledge appealing but a mouth of a fool belches out of foolishness. gentle words are a tree of a life a deceitful tongue crushes the spirit. control your temper for anger label you a fool. a peaceful hearts leads to a healthy body jealousy is like a cancer in the bones. peace be with yougod is,2021-12-07 00:00:00,,,negative,neg,neut,neut
we are proud of you bbm gogo po tayo lahat,2021-12-07 00:00:00,,,negative,pos,neut,neut
"kahit saan po magpunta ang mga marcos suportado ko yan congrats bbm,smni at okada ang ganda ng debate",2021-12-07 00:00:00,,,negative,neg,neut,neut
we are truly love you president bbm. god bless,2021-12-07 00:00:00,,,positive,pos,pos,pos
congratulations po bbmbravo,2021-12-07 00:00:00,,,positive,pos,neut,neut
thats our president to be 2022..diffucul t question diffcult answer to our beloved newly president bbm.. salute to u bbm..god bless u n family ..as well to our nation .who will vote u .w integrity as tru filipinos.. god bless u more ..,2021-12-07 00:00:00,,,positive,pos,pos,neut
