text,created_at,like_count,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,2022-05-07 23:34:02,0,,,,,,
liar said plan run president lot anger towards liar,2022-05-07 23:33:54,0,,,,,,
president robredo vice president pangilinan,2022-05-07 23:33:51,0,,,,,,
turn 8 people allowed campaign removed lenikiko frame hashhsaasashss,2022-05-07 23:33:24,1,,,,,,
comelec silent,2022-05-07 23:33:23,0,,,,,,
someone tell,2022-05-07 23:33:14,4,,,,,,
yes love slayy,2022-05-07 23:33:05,0,,,,,,
fast malobat kakaml leni,2022-05-07 23:32:55,0,,,,,,
lord let vp leni win u,2022-05-07 23:32:29,0,,,,,,
people pray leni,2022-05-07 23:32:26,0,,,,,,
crowd solid last night leni kikos meeting de advance,2022-05-07 23:32:11,0,,,,,,
lenis manga hacker ready big,2022-05-07 23:32:10,0,,,,,,
leni moved bbm rudeness front chapel,2022-05-07 23:31:58,1,,,,,,
respect everyone themyou laugh nothing lenikikos platform imaginary hater make fun lenikiko matic unfriend crooked answer nothing left matic unfriend hehe,2022-05-07 23:31:45,6,,,,,,
nayshshashhahaha child said leni lugaw please hold mg beh morning,2022-05-07 23:31:41,0,,,,,,
thank everyone stood know filipino still hope leni kiko troop dont win im sure next time stand filipino still worth fighting,2022-05-07 23:31:34,0,,,,,,
dumb reason wont vote leni,2022-05-07 23:31:27,0,,,,,,
context household atmosphere really getting intense doesnt help every move make look leni went home tired around 1 first thing delete photo last night mda know hidden feature,2022-05-07 23:31:15,1,,,,,,
yes also voter know many young people voter leni yet 18 year old wahahaha,2022-05-07 23:31:12,0,,,,,,
congratulation m mom thank uniteam evil stopped one one vp leni win,2022-05-07 23:31:01,3,,,,,,
hope sends message marcos campaign one need cheat leni kiko win pulse asia theyre touch,2022-05-07 23:30:48,1,,,,,,
hope next time return makati professional leni kiko charge country,2022-05-07 23:30:44,14,,,,,,
someone asked im voting told leni robredo literally said giatay man diay ka war freak sister gurl hahahahahaha,2022-05-07 23:30:41,8,,,,,,
gravihas meeting de avance ni leni oy let asap,2022-05-07 23:30:34,2,,,,,,
side note hope leni fucking win rather pls,2022-05-07 23:30:33,0,,,,,,
gosh sister dick hahaha watched signed l heheh said time government honest everyone life skl,2022-05-07 23:30:28,2,,,,,,
support mother leni ayeeii heart stealer c bbm,2022-05-07 23:30:06,0,,,,,,
leni family bbm,2022-05-07 23:29:48,0,,,,,,
right hashtag kakampink leni pls even hashtag bbm eye tired every time open social medium see first,2022-05-07 23:29:15,0,,,,,,
really way around know natural jr wave image kunyare thats ace defiled remember telling truth defamation,2022-05-07 23:29:03,2,,,,,,
please let leni lead huhu,2022-05-07 23:28:52,0,,,,,,
going home limp headache leni,2022-05-07 23:28:40,0,,,,,,
shar proj ab shes supporting leni good governance station sadly yes different opinion choosing president based opinion choose right one try consider side listened bbyms side really,2022-05-07 23:28:15,0,,,,,,
leni im fighting,2022-05-07 23:28:08,0,,,,,,
happy mother day mom aunty grandmother cousin friend mom also happy mother day vp leni,2022-05-07 23:28:05,3,,,,,,
elys fault tweeted sensible president leni,2022-05-07 23:27:56,0,,,,,,
sorry im 34 year old ive registered long time see almost young people voter mother lenis rally admit fake news 50 registered noise,2022-05-07 23:27:47,0,,,,,,
cry leni gt,,2022-05-07 23:27:46,3,,,,,
thank much vp leni bravely standing goodness truth people happy mother day bless make people win,2022-05-07 23:27:25,0,,,,,,
jgh omg grand rally super solidyy,2022-05-07 23:27:16,3,,,,,,
miss made account support vp leni team hope time twitter meaningful love love country let focus regardless happens election,2022-05-07 23:27:09,7,,,,,,
leni lost kiko lost majority stand bbmsara right choice,2022-05-07 23:27:08,0,,,,,,
lot people pretend neutral bashed hopefully poll vp leni kiko also,2022-05-07 23:26:55,2,,,,,,
sorry legit cried leni kiko rally vids,2022-05-07 23:26:49,1,,,,,,
story time relative bbm first leni relative thats right vote right vision philippine right vision condemn killing npa cppnpandf front meeting lenis rally cricket sound,2022-05-07 23:26:48,52,,,,,,
inday sarah barong statement must driving yellowpink nut sleepless pity im sure feeling stress anxiety failing deliver crown hail leni failing recover political throne entitlement,2022-05-07 23:26:35,3,,,,,,
happy mother day mam leni tomorrow give gift win lose love whole family,2022-05-07 23:26:23,0,,,,,,
vote pres leni,2022-05-07 23:26:20,0,,,,,,
true leni may good person afraid behind say angat buhay lahat year power lp cohort progress trickle thats lp hard win rich get richer poor remain poor,2022-05-07 23:26:14,3,,,,,,
love ian lenikiko really fromis,2022-05-07 23:26:09,2,,,,,,
thing happened naga never left vp leni done,2022-05-07 23:25:53,13,,,,,,
funny tweeter leni tiktok bbmsara whats heart philippine,2022-05-07 23:25:46,0,,,,,,
ayo kita tunggu plot twistnya akan seperti apa,2022-05-07 23:25:42,0,,,,,,
plus voting lenikiko pajud haha apologist,2022-05-07 23:25:30,0,,,,,,
yes fact rich friend marcos crony sister boyfriend one biggest marcos apologist leni never forget video kadiri jowa ni jasmine good thing anne took stand became brave,2022-05-07 23:25:21,4,,,,,,
walk beginning guadalupe 1 hour hunger pain foot body prepared leni fight,2022-05-07 23:25:19,1,,,,,,
uff gute besserung,2022-05-07 23:25:12,1,,,,,,
bbm relative saw public post supporting vp leni pming one one oh naurr,2022-05-07 23:24:57,11,,,,,,
well said,2022-05-07 23:24:51,0,,,,,,
line start afams leni,2022-05-07 23:24:45,2,,,,,,
early morning debated family fight president leni robredo,2022-05-07 23:24:39,0,,,,,,
leni cheated dont put jail hahahahahqhqhqhq maybe evidence lolz,2022-05-07 23:24:32,0,,,,,,
leni,2022-05-07 23:24:32,0,,,,,,
yes solid leni first destroyed prrd tokhang lot dd repay prrd lutang,2022-05-07 23:24:15,0,,,,,,
happy mother day pres lenny,2022-05-07 23:23:57,3,,,,,,
raised sack full water leni,2022-05-07 23:23:53,0,,,,,,
leni motherland motherland pink,2022-05-07 23:23:53,1,,,,,,
never vote leni u,2022-05-07 23:23:49,0,,,,,,
tomorrow matter vote leni amp, Kiko is a step towards the future we aspire for our children! 💗🌸🫶   #PilipinasIsPink  #LeniKiko2022  #LeniKikoAllTheWay2022,2022-05-07 23:23:49,12,,,,,
cried watching video meeting de avance last night hope vp leni sen win kiko lord take care upcoming election let care country win,2022-05-07 23:23:38,0,,,,,,
thick playerssir arnel ignacio leni kiko,2022-05-07 23:23:28,3,,,,,,
un almost half go mother leni ndo registered tpos kay bbm 90 vote solid haha,2022-05-07 23:23:26,1,,,,,,
hair rising time im cry genuineness vp leni people huhu win,2022-05-07 23:23:22,0,,,,,,
let respect tonis decision respect kind criticism doesnt help vp leni,2022-05-07 23:23:18,16,,,,,,
let go home afternoon im vp leni sen kiko,2022-05-07 23:23:18,4,,,,,,
gonna playing leni kiko playlist otw grad shoot ty listening meet,2022-05-07 23:23:04,0,,,,,,
hahahahaha almost feverish leni huhuhuhu,2022-05-07 23:23:04,0,,,,,,
happy mother day forthcoming president republic philippine excellency leni robredo mother world,2022-05-07 23:22:53,0,,,,,,
lord please give leadership philippine leni tomorrow,2022-05-07 23:22:50,2,,,,,,
christmas tree lenikiko,2022-05-07 23:22:46,0,,,,,,
bbm saman came lot people attended watched support leni also based saw child wait there almost young people 1017 want vote bbm mostly adult especially senior,2022-05-07 23:22:45,0,,,,,,
banda darmozjadw leni mierdzcych mascara,2022-05-07 23:22:44,1,,,,,,
felt,2022-05-07 23:22:39,0,,,,,,
cried much morning video watched vp leni respect others vote im leni,2022-05-07 23:22:37,1,,,,,,
ab shadi kar leni chahye,2022-05-07 23:22:30,0,,,,,,
sorry hard bring home bias leni hahahshshsh,2022-05-07 23:22:29,1,,,,,,
blue whale khel leni chaiye thi,2022-05-07 23:22:28,20,,,,,,
hahahahaha good judge people hahaha pride high thought pinklawans educated word educated respect angry vp leni supporter insult building worship,2022-05-07 23:22:26,0,,,,,,
lenikiko tom im gon throw hand,2022-05-07 23:22:26,1,,,,,,
trust first vp leni elected im going watch every move going number one critic,2022-05-07 23:22:24,6,,,,,,
look like tired yesterday cry episode today thats leni kiko,2022-05-07 23:22:20,1,,,,,,
meltdown besties talked leni leody situation tbh would voted need right someone protect democratic space allow people like ka leody represent u future leni person,2022-05-07 23:22:12,8,,,,,,
ig story leni e maltman famous ig lbm supporter among follower,2022-05-07 23:22:01,0,,,,,,
rewatching touching moment meeting de avance sobbing especially vp lenis part really hope im right side history,2022-05-07 23:21:51,0,,,,,,
9pm thats shot hahaha amputa accept one million attend many bus pampanga cavite tarlac drone pilot photographer really good,2022-05-07 23:21:46,0,,,,,,
enough reason reject family leni porridge deeper case drawn pink one course parent side thief done nothing platform thats even embarrassing bbm even shocking,2022-05-07 23:21:30,0,,,,,,
bkt nmn ii edit time edit anymore hahaha thats people leni siksikans rally rally social distancing ok paid free ride neglected walked attend charge,2022-05-07 23:21:22,0,,,,,,
almost couldnt go home leni,2022-05-07 23:21:18,0,,,,,,
cyberbullying still bullying thats wrong never right dont associate politics vp leni nothing bullying took place mark bully,2022-05-07 23:21:11,0,,,,,,
maybe try following proleni page site dont get hate literally coming term behavior alone many people rougher attitude think shes offensive especially youre anything wrong,2022-05-07 23:20:58,0,,,,,,
let leni lead doc tricia,2022-05-07 23:20:55,2,,,,,,
whose survey survey expect result right leni going thats survey used false asia hahaha,2022-05-07 23:20:53,3,,,,,,
like throw tantrum rally presscon obsessed much vp leni,2022-05-07 23:20:48,0,,,,,,
vp leni elected critic,2022-05-07 23:20:46,0,,,,,,
unity people leni kiko,2022-05-07 23:20:42,0,,,,,,
allergic rhinitis attack lenikiko,2022-05-07 23:20:40,0,,,,,,
leni kiko win crowd number twitter trend google trend view rally leni,2022-05-07 23:20:27,1,,,,,,
liker lenirelatedmyday leni hahahaha anyway forget something,2022-05-07 23:19:59,0,,,,,,
need vp leni spend lot money firework help people need volunteer contribute rally cant even reach 100k tweet twitter youre lot troll,2022-05-07 23:19:59,0,,,,,,
please look please help philippine prevent vote buying dont sell everyones future mercy dont repeat past leni robredo president kiko pangilinan vice president,2022-05-07 23:19:54,0,,,,,,
huhu pres leni vp kiko cuties,2022-05-07 23:19:49,0,,,,,,
im maam work immigration said filipino still choose marcos said talk work filipino stupid stupid choosing president said stood vp leni,2022-05-07 23:19:49,1,,,,,,
vp leni declared would run president mda course also went one look forward known,2022-05-07 23:19:41,27,,,,,,
love vp leni thank bringing hope,2022-05-07 23:19:40,0,,,,,,
greatee want win leni ive experienced poor dont want sleep thinking much generation hard filipino maybe made right decision courage go another country praying god,2022-05-07 23:19:18,0,,,,,,
philippine good hand vp leni,2022-05-07 23:19:15,0,,,,,,
tp leni robredo president inday sara vp said ready printing date time omg sad true,2022-05-07 23:18:56,0,,,,,,
yes thats suck hope itll get better soonpiercings bitchy af jfkgk,2022-05-07 23:18:49,0,,,,,,
leni robredo president cutie,2022-05-07 23:18:47,0,,,,,,
good,2022-05-07 23:18:38,0,,,,,,
assumed grace poe endorse leni haha shes silent shes neutral haha,2022-05-07 23:18:22,3,,,,,,
vice president leni dont worry tomorrow shoot,2022-05-07 23:18:18,0,,,,,,
papa solid bbm im still vp leni son bbm leni,2022-05-07 23:18:16,6,,,,,,
anxiety election great know marcoses play dirty ensure vote safe watcher leni,2022-05-07 23:18:13,11,,,,,,
desprezvel pq prefere ver brasil na merda que votar lula novamente segundo turno,2022-05-07 23:18:01,1,,,,,,
please lord father give present leni win fleece,2022-05-07 23:17:57,4,,,,,,
solid bbmsara wife lenikiko simply tfc fanatic tease respect one choice wont disown respect word may 9 make coffee hard,2022-05-07 23:17:48,11,,,,,,
even 2 3 screen near stage lose audio sometimes video crowd shouting sound system first fixed 2nd 3rd time especially leni speaking sound disappeared forever disconnect flow prog oh well,2022-05-07 23:17:44,2,,,,,,
please let leni win,2022-05-07 23:17:43,0,,,,,,
asked mama could talk parent friend wanted go lenikiko mda yesterday friend wanted come adopt day thankfully friend parent decided go mda ive never proud,2022-05-07 23:17:41,1,,,,,,
mom said rally ok said wasnt really full many vacancy dark best friend wife lenis side said really isnt tree thats mine took fund spend much,2022-05-07 23:17:39,3,,,,,,
cabbie asking im voting tomorrow im really mood talk tell leni say making rest ride much easier,2022-05-07 23:17:38,39,,,,,,
saw vpleni cry remembered mom cried,2022-05-07 23:17:31,0,,,,,,
leni one im going vote tomorrow,2022-05-07 23:17:19,0,,,,,,
let leni lead,2022-05-07 23:17:12,0,,,,,,
soo scrolled long time fb today boring read fake news vp leni pls lord hope win,2022-05-07 23:16:57,0,,,,,,
hope also know fromis lending helicopter vp leni time support companya lot help,2022-05-07 23:16:54,111,,,,,,
final testing machine tomorrow total 10 u tested voted whether machine okay defect bos chairman tallying lenikiko tropang angat voted like,2022-05-07 23:16:27,3,,,,,,
cried leni kiko give,2022-05-07 23:16:24,0,,,,,,
miss universe actually lenis vote stupid gossip,2022-05-07 23:15:54,1,,,,,,
god bless vp leni,2022-05-07 23:15:30,0,,,,,,
tear akes every time see vp leni also tear,2022-05-07 23:15:23,0,,,,,,
lord give one lead make win mam leni sir kiko,2022-05-07 23:15:18,0,,,,,,
let leni kiko leave,2022-05-07 23:15:16,0,,,,,,
two pink prayer praying leni win could pray peace philippine unityyou praying candidate one want sit get revenge dutertes marcostsk tsk,2022-05-07 23:15:12,0,,,,,,
chika chika mama connection politics incumbent congresswoman bbm supporter biased towards u strong candidate ticket leni supporter dasurv kfnsksnsj,2022-05-07 23:15:05,1,,,,,,
happy mother day hope gift vp leni receives win,2022-05-07 23:15:04,5,,,,,,
lenis child,2022-05-07 23:14:58,0,,,,,,
watching ig story friend attending meeting de avance please lord let lenikiko election winnerss coz hungry good governancee,2022-05-07 23:14:46,9,,,,,,
thats logic left bopols teacher air making fun lutang better vote leni,2022-05-07 23:14:39,0,,,,,,
leni win cppnpandf ally,2022-05-07 23:14:30,0,,,,,,
vp leni loses one lose filipino continue serve country u idk condition im claiming good governance,2022-05-07 23:14:13,1,,,,,,
hnnghh cute marco yell kiko 2 year old doesnt know whether choose candidate,2022-05-07 23:14:12,1,,,,,,
happy birthday sherwin thank supporting vp leni sen kiko,2022-05-07 23:14:08,1,,,,,,
thanks joy ill spirit leni victory party,2022-05-07 23:13:54,0,,,,,,
want say proud brother wife even inc would vote leni,2022-05-07 23:13:48,8,,,,,,
im happy voted want leni win,2022-05-07 23:13:43,1,,,,,,
happened saf 44 vp lenis fault,2022-05-07 23:13:41,0,,,,,,
